id,date,category,amount,periodicity
3a36c642-0a0d-48ea-b395-c210050d6676,2018-09-25T04:57:17.986188,Expenses/Others,0.0,none
a5cbac5b-946d-45cf-8c95-3ef241d20dd2,2018-09-25T04:57:17.986188,Expenses/Education,0.0,none
f10dacda-14f4-44b8-946f-9805afd5ac30,2018-09-25T04:57:17.986188,Expenses/Entertainment,0.0,none
311d75ff-8bb3-40c2-8d25-2ebd73a02052,2018-09-25T04:57:17.986188,Expenses/Education,0.0,none
1dfceeda-a69a-44c8-b16d-47d25389e600,2018-09-25T04:57:17.986188,Expenses/Health,0.0,none
5b0715ac-1b60-44cc-a4e5-33de2e404a4b,2018-09-25T04:57:17.986188,Expenses/Others,0.0,none
7be65891-f45b-42c2-95c9-5517edfffac5,2018-09-25T04:57:17.986188,Expenses/Transportation,0.0,none
d3709dcb-c015-47ab-b303-d681db1ae607,2018-09-25T04:57:17.986188,Expenses/Education,0.0,none
ddffc262-aa1b-440e-b63c-ef4a7cd65c60,2018-09-25T04:57:17.986188,Expenses/Education,0.0,none
1b98c92c-be1c-427e-aeb5-7e00a3493284,2018-09-25T04:57:17.986188,Expenses/Transportation,0.0,none
8bdbef7e-d3d9-4b83-9dfa-7659849de16d,2018-09-25T04:57:17.986188,Expenses/Health,0.0,none
a4112761-c05f-4c03-819a-9a9795bec42d,2018-09-26T04:57:17.986188,Expenses/Entertainment,0.0,none
614ebd58-40be-4e9d-a13e-3d80d33eecf7,2018-09-26T04:57:17.986188,Expenses/Housing,0.0,none
ab1954c8-9ec4-4d9e-b7a1-63d08533cb15,2018-09-26T04:57:17.986188,Expenses/Food,0.0,none
1000b325-88a8-4ae7-9f3b-3e1c0848c8c7,2018-09-26T04:57:17.986188,Expenses/Entertainment,0.0,none
a55b8dec-0c05-4394-9c1d-ee349c936dde,2018-09-26T04:57:17.986188,Expenses/Health,0.0,none
cffdb6b3-f3ed-47f2-84b3-ee7c7c694a8c,2018-09-26T04:57:17.986188,Expenses/Housing,0.0,none
bd5cdede-79c0-4c46-b787-9d42b4065d31,2018-09-27T04:57:17.986188,Expenses/Others,0.0,none
51125ea8-812a-4934-83dc-23b465c9e06d,2018-09-27T04:57:17.986188,Expenses/Housing,0.0,none
0280e4d5-39ed-4d4c-ab34-711b01734fd1,2018-09-28T04:57:17.986188,Expenses/Health,0.0,none
474a8dce-3e19-4eca-9534-accac9f8ee54,2018-09-28T04:57:17.986188,Expenses/Health,0.0,none
3c655c3e-9c07-4e2b-87cc-4d31898fc65a,2018-09-28T04:57:17.986188,Expenses/Transportation,0.0,none
f21b782d-55a3-4d58-aee3-9157dcc6e162,2018-09-28T04:57:17.986188,Expenses/Health,0.0,none
e5c66620-5caf-458e-a0f2-80b735ee6931,2018-09-28T04:57:17.986188,Expenses/Entertainment,0.0,none
831ae25d-8c34-4573-8d33-cdd81c1d4935,2018-09-28T04:57:17.986188,Expenses/Entertainment,0.0,none
4e150242-c714-419e-af10-f0c0be510d34,2018-09-28T04:57:17.986188,Expenses/Others,0.0,none
fec6ef55-209a-4529-9998-970c09134780,2018-09-28T04:57:17.986188,Expenses/Housing,0.0,none
fccb8197-ab8e-4e2a-818e-d591d5aad524,2018-09-28T04:57:17.986188,Expenses/Health,0.0,none
07f49d41-6956-453a-9e7c-237601f73a5c,2018-09-29T04:57:17.986188,Expenses/Health,650.4314518866493,none
f815d0a9-6101-4674-b22e-b79ff839175f,2018-09-29T04:57:17.986188,Expenses/Transportation,879.9477108967769,none
b7f769dd-63b2-4862-9bd8-d721fc44a469,2018-09-29T04:57:17.986188,Expenses/Transportation,727.8238618527339,none
ef2ab3a0-e4dd-468a-9019-0b29830a93f8,2018-09-29T04:57:17.986188,Expenses/Food,579.845696413511,none
a4ee4d52-6bca-4583-ab8d-cc7367927919,2018-09-29T04:57:17.986188,Expenses/Education,808.1254036451296,none
1d564d1f-ad00-447f-982a-d9df22709159,2018-09-29T04:57:17.986188,Expenses/Entertainment,845.3229730423129,none
f1d92870-facb-4c33-94dd-4561e12b7a88,2018-09-29T04:57:17.986188,Expenses/Education,932.6195640025287,none
dbd6edee-488d-48d8-a2b2-8d0033d8e5e8,2018-09-29T04:57:17.986188,Expenses/Others,578.355976403134,none
c0fa9c51-1f21-4e00-b2d9-212c22eb08c6,2018-09-29T04:57:17.986188,Expenses/Food,388.2201628248508,none
ee18caec-c20d-4938-88b5-8f74f956f796,2018-09-30T04:57:17.986188,Expenses/Health,531.7154161261726,none
12e54f68-4919-4e5a-9571-33e9401306df,2018-09-30T04:57:17.986188,Expenses/Health,277.45903920370637,none
ae11d515-bd6b-4dd6-92da-bd2fdee769a8,2018-09-30T04:57:17.986188,Expenses/Housing,773.338493026376,none
015c9d38-2a82-404d-8314-ce3fdb54ce6c,2018-09-30T04:57:17.986188,Expenses/Education,288.97892611741054,none
9a25e60b-521b-42cb-b5ad-848fb0fde7e3,2018-09-30T04:57:17.986188,Expenses/Others,550.5445765778894,none
29623658-31b7-4e26-b8c6-5c9095d261ee,2018-09-30T04:57:17.986188,Expenses/Housing,708.9074077448001,none
f3b98680-22d1-4b94-a442-15c4c62db2dd,2018-09-30T04:57:17.986188,Expenses/Transportation,933.0429249182378,none
dd182e39-587c-47ca-a941-b0a69e21eedc,2018-09-30T04:57:17.986188,Expenses/Others,993.2210836321133,none
32d807ae-bc07-4663-9c9b-83663636bfda,2018-09-30T04:57:17.986188,Expenses/Education,595.0226812130231,none
671450a9-7501-4261-8c11-8097874906fa,2018-09-30T04:57:17.986188,Expenses/Food,791.4496427748336,none
7c735d41-325e-4c9e-b1fc-58e6f030417b,2018-09-30T04:57:17.986188,Expenses/Food,773.5608608707454,none
3cf56e5c-29ff-4022-994e-2e5d93c36e9a,2018-09-30T04:57:17.986188,Expenses/Housing,887.8960000097572,none
9f678b98-7f93-424d-af76-472067e91d4f,2018-09-30T04:57:17.986188,Expenses/Housing,488.6403557223965,none
624f74d2-87d4-4d08-853e-1b154fc7aa2b,2018-10-01T04:57:17.986188,Expenses/Food,817.6549351338103,none
cc168b35-2da1-4de5-87fb-5876e1e265b5,2018-10-01T04:57:17.986188,Expenses/Food,854.1470376568852,none
10a53cda-ccd4-4445-92f8-579843d14f7a,2018-10-01T04:57:17.986188,Expenses/Transportation,358.44316627390634,none
8be94f72-383d-4e3b-8f8c-c9b0e7e026c8,2018-10-01T04:57:17.986188,Expenses/Others,638.033853057847,none
2058fe07-e54b-46bf-849a-b04a849cebd2,2018-10-01T04:57:17.986188,Expenses/Entertainment,392.4550968752049,none
ba7cd0e0-fb87-463e-8725-143808bc2607,2018-10-01T04:57:17.986188,Expenses/Entertainment,426.14479226715014,none
ee3d2aa7-fc7e-49d0-9fcd-c47566d07df3,2018-10-01T04:57:17.986188,Expenses/Food,824.3027914198524,none
fc56429b-fd3e-45d1-a52f-b2d10f5b2089,2018-10-02T04:57:17.986188,Expenses/Health,279.6851345466776,none
7494f6ac-ee13-4098-ad7a-97420da5db85,2018-10-02T04:57:17.986188,Expenses/Housing,663.4289543993425,none
6850f9d5-6d50-4faa-99e6-ed75ae66c9c0,2018-10-03T04:57:17.986188,Expenses/Transportation,590.872611809838,none
4aedd923-fdca-4903-9211-0696a16de725,2018-10-03T04:57:17.986188,Expenses/Entertainment,727.112623892789,none
b28bef6f-ef7f-4389-9743-c03cc04d5e70,2018-10-03T04:57:17.986188,Expenses/Transportation,948.1555966637866,none
