id,date,category,amount,periodicity
84d52ba1-a4be-45ef-adc3-6f912c062660,2018-09-28T04:57:17.986188,Income/Salary,0.0,none
9d4aa092-f8cb-4664-ae45-0b03903fc864,2018-09-29T04:57:17.986188,Income/Salary,823.0549959423183,none
7d9eedcf-d06b-485e-8a0e-d7f3ff744fda,2018-09-29T04:57:17.986188,Income/Salary,434.942527264546,none
72bd210d-0d5d-430f-9e2f-ca5afbe04dd8,2018-09-29T04:57:17.986188,Income/Salary,535.405464379378,none
cca4cd88-b453-4cee-abae-c92a1c67bf12,2018-09-29T04:57:17.986188,Income/Salary,477.8590871973597,none
fa6c2701-f981-400d-aa5c-9b819466e2c4,2018-09-29T04:57:17.986188,Income/Salary,900.127693729054,none
e63f1dab-df0a-439f-a54b-e797976f4055,2018-10-01T04:57:17.986188,Income/Salary,285.9654830443877,none
f4ac54c6-a2f5-4a19-9cd5-1c6841eb5f8e,2018-10-02T04:57:17.986188,Income/Salary,469.03671215366137,none
fd43953c-471c-4e30-86f5-0fc42e61f129,2018-10-02T04:57:17.986188,Income/Salary,819.2072033557265,none
98373ebd-2c66-4ec3-aa9b-039498d8422e,2018-10-03T04:57:17.986188,Income/Salary,886.2760291814857,none
7409643b-f2a4-48c2-8a1d-cdfb9c56f1fa,2018-10-05T04:57:17.986188,Income/Salary,381.7390467121386,none
6bd2a65e-53b7-4845-a2e3-719f0dc2d0ce,2018-10-05T04:57:17.986188,Income/Salary,586.4840030403636,none
f2647c21-d147-43a3-908d-a78462620dca,2018-10-06T04:57:17.986188,Income/Salary,552.0253165850902,none
020c7337-07d0-4757-90a2-fa68ce7e31f6,2018-10-06T04:57:17.986188,Income/Salary,657.4801486142198,none
bf755d4a-d8c8-429c-bdb8-5a5091d4e18c,2018-10-06T04:57:17.986188,Income/Salary,979.0111126578704,none
2dde2b7d-60bd-48c6-9ee6-faf4e74931ae,2018-10-07T04:57:17.986188,Income/Salary,602.314032212418,none
c210e752-9195-4bb6-b7de-4b0f006cf736,2018-10-09T04:57:17.986188,Income/Salary,505.51669595831845,none
d958b43d-5b70-4461-b54b-ee8b5c6af1b9,2018-10-10T04:57:17.986188,Income/Salary,743.119240841629,none
ceb06858-8b20-47fa-ba4c-90b0f95f2281,2018-10-10T04:57:17.986188,Income/Salary,550.0623260812101,none
3ba07428-d368-48ef-9ffd-6911c9cf064d,2018-10-11T04:57:17.986188,Income/Salary,954.9904946042227,none
b8d105de-1958-4db9-9a6c-7c7fef38f433,2018-10-11T04:57:17.986188,Income/Salary,708.2077722384336,none
e8a701b6-283f-436e-abf6-0d113ebb053c,2018-10-12T04:57:17.986188,Income/Salary,426.5814850129824,none
18eef577-21c8-41e6-8d8f-22c8226fa310,2018-10-12T04:57:17.986188,Income/Salary,784.9345382392182,none
f5dbb40b-7101-41a1-b868-d549a9f01070,2018-10-12T04:57:17.986188,Income/Salary,546.6441567481206,none
97ac16bd-2789-4386-b462-eaa801c35e75,2018-10-13T04:57:17.986188,Income/Salary,673.8057701423787,none
dcdad25b-af07-4511-9859-ce6801b9bf6e,2018-10-14T04:57:17.986188,Income/Salary,817.9224888497081,none
dffccf49-972e-4540-b233-e995d93fd85b,2018-10-14T04:57:17.986188,Income/Salary,717.2880096394128,none
b050d031-f1ca-4fae-81be-454812bcc266,2018-10-14T04:57:17.986188,Income/Salary,309.21775319794756,none
07d04277-35cd-4d68-96c8-8bf9c541c415,2018-10-15T04:57:17.986188,Income/Salary,966.0567953933266,none
8c4d6830-e92e-4560-b254-f3b782b79cc6,2018-10-19T04:57:17.986188,Income/Salary,878.1076556206137,none
6ad44cda-0c31-46fe-8247-bad8b40a7938,2018-10-19T04:57:17.986188,Income/Salary,666.0171077552427,none
65aacb5c-047f-4877-8c6c-1165c121b11e,2018-10-21T04:57:17.986188,Income/Salary,858.3965173278216,none
f7e1ccf4-24d2-4a65-90db-a9acfaf95b1f,2018-10-23T04:57:17.986188,Income/Salary,560.7029691450932,none
35092349-14a5-436f-adc3-832df9ddb5c7,2018-10-23T04:57:17.986188,Income/Salary,453.6194516856765,none
2e023b72-c233-421d-bc35-6f375810d0fb,2018-10-23T04:57:17.986188,Income/Salary,319.8771111103106,none
ff1a5bd3-5f23-4e92-bfda-27718bc7b382,2018-10-23T04:57:17.986188,Income/Salary,271.48886391516226,none
02f31a7f-b6c6-4578-837f-c14056d4d011,2018-10-24T04:57:17.986188,Income/Salary,754.8668296804237,none
d0df9499-45b8-4e4a-8ca1-f8245d82950b,2018-10-25T04:57:17.986188,Income/Salary,863.897370305308,none
a3cc69b2-b085-4c65-8c0c-b084b42ad584,2018-10-26T04:57:17.986188,Income/Salary,561.2420051911013,none
86b61428-5f49-4e49-ac77-e9cd23a55f99,2018-10-28T04:57:17.986188,Income/Salary,343.75949469523,none
f642b5a0-3a0e-4be5-9107-b90da7c5f7e6,2018-10-28T04:57:17.986188,Income/Salary,703.4900545222766,none
fa748f6d-c102-40b4-87f3-dd516b458616,2018-10-29T04:57:17.986188,Income/Salary,280.9094652759944,none
